domain,decision,tier,reason,follow,anchor_text,example_backlink,authority,traffic,is_spam,ip,review_note
adventuresfrugalmom.com,REVIEW,Review,Borderline — manual check,dofollow,energy-efficient replacement windows,https://adventuresfrugalmom.com/6-ways-to-increase-your-homes-energy-efficiency/,25,0,,104.21.43.99,confirmed
agroinsursas.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://agroinsursas.com/dark-side-links-dark-white-hat-link-building-1250/,4,0,,190.8.176.51,"nofollow, no footprint — moved out of disavow"
ahimsahouse.org,REVIEW,Review,Borderline — manual check,dofollow,ngwindows-logo,https://ahimsahouse.org/get-involved/partner/our-partners/,24,0,,209.126.30.63,confirmed
akzent.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
alazharcilacap.sch.id,REVIEW,Review,Borderline — manual check,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://elibrary-smpia15.alazharcilacap.sch.id/dark-side-links-dark-white-hat-link-building-1250/,13,0,,103.150.190.231,"UPGRADED review→disavow | nofollow, no footprint — moved out of disavow"
alpharettatoprated.com,REVIEW,Review,Low-quality / dead domain,nofollow,Visit website,https://alpharettatoprated.com/biz/ng-windows/,2,0,,104.21.71.157,DOWNGRADED disavow→review (no spam signal)
angelaricardo.com,REVIEW,Review,Borderline — manual check,dofollow,"window company, North Georgia Replacement Windows",https://www.angelaricardo.com/home-appear-brighter/,24,0,,167.114.89.124,confirmed
answerism.com,REVIEW,Review,Low-quality / dead domain,nofollow,See Full Answer,https://answerism.com/who-replaces-fiberglass-windows,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
aozxy168.com,REVIEW,Review,Low-quality / dead domain,nofollow,,http://aozxy168.com/4-19.html,0.0,0,,35.215.144.141,DOWNGRADED disavow→review (no spam signal)
appm.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://appm.us/bow-window-roof.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
appsava.us,REVIEW,Review,Low-quality / dead domain,nofollow,Bow Mar Littleton Colorado likewise Arts And Crafts Style Home Interiors further Frank Lloyd Wright Robie House Interior moreover Frank Lloyd Wright Style Home moreover Truck Loadi,http://appsava.us/frank/frank-lloyd-wright-prairie-style-homes,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
apsibr.pics,REVIEW,Review,Low-quality / dead domain,nofollow,https://www.ngwindows.com/blog/standard-door-sizes,https://apsibr.pics/articles/is-roblox-ok-for-a-9,0.0,0,,188.114.96.2,"nofollow, no footprint — moved out of disavow"
asenor.pics,REVIEW,Review,Low-quality / dead domain,nofollow,https://www.ngwindows.com/blog/standard-door-sizes,https://asenor.pics/articles/what-is-the-scale-1-to-500,0.0,0,,188.114.96.2,"nofollow, no footprint — moved out of disavow"
askawayblog.com,REVIEW,Review,Borderline — manual check,dofollow,replacement windows,https://www.askawayblog.com/2019/11/how-to-prepare-your-home-for-winter.html,27,0,,172.253.139.121,confirmed
ateliereleaurorei.ro,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://www.ateliereleaurorei.ro/dark-side-links-dark-white-hat-link-building-1250/,2,0,,172.67.203.169,"nofollow, no footprint — moved out of disavow"
athomeinthefuture.com,REVIEW,Review,Borderline — manual check,dofollow,"window installation company, North Georgia Replacement Windows",https://athomeinthefuture.com/2022/02/added-value-new-windows-worth/,20,0,,69.163.187.180,confirmed
athomepros.com,REVIEW,Review,Borderline — manual check,nofollow,https://www.ngwindows.com,https://www.athomepros.com/service-provider/north-georgia-replacement-windows-2/,22,0,,172.67.73.145,confirmed
atlantabestmedia.com,REVIEW,Review,Borderline — manual check,dofollow,ngwindows.com,https://atlantabestmedia.com/?goto=GD9VGlxNDC0OIFIoCy1aB2ZVLkg&post_id=12205,25,0,,104.17.46.19,confirmed
atlantaglow.org,REVIEW,Review,Borderline — manual check,,,,22,0,,172.66.3.8,confirmed
atlantahomeimprovement.com,REVIEW,Review,Borderline — manual check,dofollow,NORTH GEORGIA REPLACEMENT WINDOWS INC.,https://atlantahomeimprovement.com/2014-fall-atlanta-home-show-guide/,25,0,,104.17.46.19,confirmed
atlantanewsdaily7.com,REVIEW,Review,Low-quality / dead domain,nofollow,Website,https://atlantanewsdaily7.com/businesses/window-installation-service/ng-windows,0.0,0,,172.67.134.199,DOWNGRADED disavow→review (no spam signal)
atlantatoprated.com,REVIEW,Review,Low-quality / dead domain,nofollow,Visit website,https://atlantatoprated.com/biz/ng-windows/,6,0,,104.21.67.118,DOWNGRADED disavow→review (no spam signal)
atlantaunitedsoccer.com,REVIEW,Review,Borderline — manual check,dofollow,,https://www.atlantaunitedsoccer.com/Default.aspx?tabid=1178751,25,0,,104.17.199.145,confirmed
atrine.pics,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,188.114.97.2,DOWNGRADED disavow→review (no spam signal)
attitudefitness.top,REVIEW,Review,Low-quality / dead domain,dofollow,6,http://attitudefitness.top/2024/06/28/the-8-best-commercial-stair-climbers-of-2024-tested-by-our-experts/,0.0,0,,120.24.195.144,DOWNGRADED disavow→review (no spam signal)
authenticfeedback.com,REVIEW,Review,Borderline — manual check,dofollow,https://ngwindows.com/?utm_source=GMBlisting&utm_medium=organic,https://reputation.authenticfeedback.com/ng-windows-172323810892151,18,0,,50.18.123.174,confirmed
backan.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://backan.us/exterior-shutters-atlanta-georgia/,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
bbuidco.in,REVIEW,Review,Low-quality / dead domain,nofollow,https://www.ngwindows.com/blog/standard-door-sizes,https://bbuidco.in/articles/do-guinea-pigs-need-a-wheel,0.0,0,,188.114.97.2,"nofollow, no footprint — moved out of disavow"
beautifultouches.com,REVIEW,Review,Borderline — manual check,dofollow,North Georgia Replacement Windows,https://beautifultouches.com/protecting-your-home-against-cold-weather/,17,0,,172.67.75.83,confirmed
bestaround.com,REVIEW,Review,Low-quality / dead domain,nofollow,ngwindows.com,https://bestaround.com/listing/latx9syrr6/north-georgia-replacement-windows-alpharetta-ga,2,0,,104.21.48.173,"nofollow, no footprint — moved out of disavow"
bizhwy.com,REVIEW,Review,Borderline — manual check,dofollow,Visit the North Georgia Replacement Windows website,http://www.bizhwy.com/visit.php?biz=5175&state=Georgia,22,0,,66.119.8.177,confirmed
bizscoreai.com,REVIEW,Review,Low-quality / dead domain,dofollow,Website,https://bizscoreai.com/listing/ga/dunwoody/ng-windows/,6,0,,172.67.158.113,DOWNGRADED disavow→review (no spam signal)
bizvelora.com,REVIEW,Review,Low-quality / dead domain,nofollow,http://www.ngwindows.com,https://bizvelora.com/sales-manager/atlanta/sean-newberry-atlanta-4412,2,0,,103.138.189.54,"nofollow, no footprint — moved out of disavow"
bizzibid.com,REVIEW,Review,Low-quality / dead domain,nofollow,www.ngwindows.com/,http://bizzibid.com/listing/12290/,6,0,,216.137.176.69,"nofollow, no footprint — moved out of disavow"
bktgeorgia.com,REVIEW,Review,Borderline — manual check,dofollow,Ngwindows.com,https://www.bktgeorgia.com/vendor-directory,16,0,,34.213.0.242,confirmed
blogestilofeminino.com,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
bloggrupoactialia.com,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement Company,http://www.bloggrupoactialia.com/feria-cprint-2014-en-madrid/,0.0,0,TRUE,,"nofollow, no footprint — moved out of disavow"
blogroselin.com,REVIEW,Review,Low-quality / dead domain,nofollow,Windows Atlanta,http://blogroselin.com/articulo-4/padre-2/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
bluecantera.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,http://bluecantera.com/blog/page/1810/,2,0,,192.169.172.129,"nofollow, no footprint — moved out of disavow"
branded-tins.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://branded-tins.us/exterior-shutters-atlanta-georgia/,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
briefconcepts.com,REVIEW,Review,Low-quality / dead domain,nofollow,Window replacement in atlanta north georgia replacement Window replacement in atlanta north georgia replacement Download,http://briefconcepts.com/exterior-traditional-exterior-atlanta-by-april/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
brightside-arabic.com,REVIEW,Review,Borderline — manual check,nofollow,الستائر,https://brightside-arabic.com/inspiration-tips-and-tricks/8-nsaih-falt-tsadk-ala-mkafht-mwjat-al-hr-fy-as-syf-9583/,21,0,,148.113.199.75,confirmed
brushandroller.info,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
buckeyestateroofing.com,REVIEW,Review,Borderline — manual check,dofollow,Knowing when to reseal your windows,https://buckeyestateroofing.com/blog/how-to-reseal-windows/,15,0,,104.19.154.92,confirmed
buildermuse.com,REVIEW,Review,Borderline — manual check,dofollow,language Website,https://buildermuse.com/suppliers/doors-windows/,19,0,,63.176.8.218,confirmed
bulkdata.io,REVIEW,Review,Low-quality / dead domain,nofollow,https://ngwindows.com/?utm_source=GMBlisting&utm_medium=organic,https://bulkdata.io/en-gb/dataset/companies/9s2PJ2l14enZOYcEY64i5nMNKBv2ZsRsgVAlwoxv3DL87b2fQtvNAkrTQu/view,2,0,,178.62.48.29,"nofollow, no footprint — moved out of disavow"
businessvocal.com,REVIEW,Review,Low-quality / dead domain,nofollow,visit thermatrustwindows.com for latest info,https://web.businessvocal.com/04/BUsUIwYkyw,3,0,,172.67.164.57,"nofollow, no footprint — moved out of disavow"
buytshirt.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://buytshirt.us/outside-bahama-shutters/,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
cambridgetheatre.org,REVIEW,Review,Borderline — manual check,dofollow,ngwindows.com,https://www.cambridgetheatre.org/bizsupporters,15,0,,198.185.159.145,confirmed
cameraamministrativasalernitana.it,REVIEW,Review,Low-quality / dead domain,nofollow,Windows Atlanta,https://www.cameraamministrativasalernitana.it/il-nuovo-diritto-processuale-amministrativo-2/,2,0,,89.46.108.67,"nofollow, no footprint — moved out of disavow"
capetownthing.co.za,REVIEW,Review,Low-quality / dead domain,dofollow,this guide,https://www.windorpro.co.za/wood-to-aluminium-window-conversion/,3,0,,69.163.180.195,DOWNGRADED disavow→review (no spam signal)
cbd-research.net,REVIEW,Review,Low-quality / dead domain,nofollow,Windows Atlanta,http://cbd-research.net/uncategorized/negative-effects-of-cannabidiol/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
cdakids.org,REVIEW,Review,Borderline — manual check,dofollow,,https://cdakids.org/about-the-cda/cda-partners/,20,0,,143.244.144.216,confirmed
chadbryant.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://www.chadbryant.us/bow-window-styles.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
chattanoogatoprated.com,REVIEW,Review,Low-quality / dead domain,nofollow,Visit website,https://chattanoogatoprated.com/biz/ng-windows/,0.0,0,,104.21.4.193,DOWNGRADED disavow→review (no spam signal)
chimneyproduct.com,REVIEW,Review,Low-quality / dead domain,nofollow,Window Installation: Window Installation Atlanta | 200 × 300,http://chimneyproduct.com/home/gas-fireplace-installation-cost-edmonton.php,0.0,0,,,"nofollow, no footprint — moved out of disavow"
choiceviewwindows.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://choiceviewwindows.com/,2,0,,3.33.152.147,hold — verify ownership
circuscoolschool.com,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement Atlanta,http://circuscoolschool.com/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
cityvetted.com,REVIEW,Review,Low-quality / dead domain,nofollow,NG Windows,https://cityvetted.com/best/best-window-installation-gainesville,2,0,,62.169.24.248,"nofollow, no footprint — moved out of disavow"
cleverdude.com,REVIEW,Review,Borderline — manual check,dofollow,"Rotting wood feels soft, spongy, or crumbly",https://www.cleverdude.com/content/the-drafty-window-sign-that-means-you-have-hidden-rot/,16,0,,192.124.249.70,confirmed
click2kolkata.com,REVIEW,Review,Low-quality / dead domain,nofollow,door that contains wrought iron,http://click2kolkata.com/2015/05/18/iron-works-in-the-home/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
clientsbee.com,REVIEW,Review,Borderline — manual check,dofollow,Visit,https://clientsbee.com/website/ngwindows.com/,11,0,,110.227.219.221,confirmed
collegefootballschedule.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://collegefootballschedule.us/bow-window-styles.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
contractorsnearme.ai,REVIEW,Review,Low-quality / dead domain,dofollow,Visit Website →,https://contractorsnearme.ai/ga/roswell/north-georgia-replacement-windows,2,0,,104.26.5.129,DOWNGRADED disavow→review (no spam signal)
contractorsup.com,REVIEW,Review,Low-quality / dead domain,nofollow,website,https://www.contractorsup.com/roswell-ga/builders,15,0,,191.101.14.187,"nofollow, no footprint — moved out of disavow"
cqzhan.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://www.cqzhan.us/bow-window-roof.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
criticalopshacks.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
crystalclearfl.com,REVIEW,Review,Borderline — manual check,dofollow,compare the best bids before hiring the right expert,https://crystalclearfl.com/blog/how-hire-window-replacement-contractor/,9,0,,34.174.168.65,confirmed
csswinner.com,REVIEW,Review,Borderline — manual check,nofollow,,https://www.csswinner.com/category/Marketing/29/page/7,29,0,,128.199.173.17,confirmed
dailyhomesafety.com,REVIEW,Review,Borderline — manual check,dofollow,source,https://dailyhomesafety.com/how-to-measure-for-new-door-knob-and-handle/,15,0,,15.204.105.183,confirmed
dcoutesnjacob.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://dcoutesnjacob.com/dark-side-links-dark-white-hat-link-building-1250/,4,0,,107.180.115.34,"nofollow, no footprint — moved out of disavow"
derchidoor.com,REVIEW,Review,Borderline — manual check,nofollow,বায়ুৰ লিকেজ হ্ৰাস কৰে ।,https://www.derchidoor.com/as/blogs/essential-features-casement-replacement-windows-homeowners,23,0,,18.154.227.29,confirmed
descargas-mundiales.com,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement in Atlanta | North Georgia Replacement Windows,http://www.descargas-mundiales.com/des/doors-atlanta.asp,0.0,0,,,"nofollow, no footprint — moved out of disavow"
disunplugged.com,REVIEW,Review,Low-quality / dead domain,nofollow,Windows Atlanta,http://disunplugged.com/2012/04/04/disneylands-discover-the-magic-guided-tour/discovertour1/comment-page-21/,6,0,,108.171.164.213,"nofollow, no footprint — moved out of disavow"
dltech.forum,REVIEW,Review,Low-quality / dead domain,nofollow,ngwindows.com,https://dltech.forum/?p=327752,9,0,,67.223.118.29,"nofollow, no footprint — moved out of disavow"
doordesigns.space,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
dream-houses.us,REVIEW,Review,Low-quality / dead domain,nofollow,Window replacement in atlanta north georgia replacement Window replacement in atlanta north georgia replacement Download,http://dream-houses.us/custom-windows-and-doors-traditional-windows-orange/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
dtviewlx.com,REVIEW,Review,Low-quality / dead domain,nofollow,https://www.ngwindows.com/,https://window-replacement-alpharetta.dtviewlx.com/,2,0,,104.21.63.213,"nofollow, no footprint — moved out of disavow"
ducknest.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://www.ducknest.us/outside-bahama-shutters/,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
dugdo.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://www.dugdo.us/exterior-shutters-atlanta-georgia/,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
dynamix.site,REVIEW,Review,Borderline — manual check,dofollow,logo,https://dynamix.site/industries/franchise-websites,23,0,,172.67.71.243,confirmed
e2windows.com,REVIEW,Review,Possibly YOUR OWN microsite — verify before disavow,dofollow,,http://e2windows.com/,2,0,,15.197.142.173,hold — verify ownership
eastbeachvc.com,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://www.eastbeachvc.com/exterior-shutters-atlanta-georgia/,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
easycoin.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
elevatedmagazines.com,REVIEW,Review,Borderline — manual check,dofollow,North Georgia Replacement Windows,https://www.elevatedmagazines.com/single-post/3-surefire-means-of-improving-real-estate-value,27,0,,34.160.37.117,confirmed
eliotzigmundjazz.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,http://eliotzigmundjazz.com/2026/02/21/dark-side-links-dark-white-hat-link-building-1250/,4,0,,107.180.51.41,"nofollow, no footprint — moved out of disavow"
etradeads.com,REVIEW,Review,Low-quality / dead domain,dofollow,View Website,http://etradeads.com/b2c/etradeadsview.php?id=6339,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
excellentcontractor.com,REVIEW,Review,Borderline — manual check,nofollow,North Georgia Replacement,https://www.excellentcontractor.com/35076/north-georgia-replacement,15,0,,145.223.126.72,confirmed
explosivo.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://www.explosivo.us/the-bow-window.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
facturmfg.com,REVIEW,Review,Borderline — manual check,dofollow,Visit Website,https://data.facturmfg.com/company/north-georgia-replacement-windows-659db3b4de60709c1bb3e1dc,24,0,,108.138.64.41,confirmed
fairviewwindows.co.uk,REVIEW,Review,Borderline — manual check,dofollow,https://www.ngwindows.com/holiday-front-door-decor-ideas,https://fairviewwindows.co.uk/latest-trends/choosing-the-right-door-and-window-styles-for-a-festive-home-makeover/,18,0,,195.200.10.150,confirmed
fallatlantahomeshow.com,REVIEW,Review,Borderline — manual check,dofollow,Visit Website,https://www.fallatlantahomeshow.com/exhibitor-list/exhibitors/detail/ng-windows/7A602B0F-A9A0-6E0A-BE1E-FF0000415D3A,20,0,,150.171.109.73,confirmed
farmhouse40.com,REVIEW,Review,Borderline — manual check,dofollow,North Georgia Replacement Windows,https://www.farmhouse40.com/5-home-improvement-ideas-you-must-try-this-summer/,15,0,,34.160.17.71,confirmed
feathermountainpress.com,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
ficheroes.com,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
find-address-now.com,REVIEW,Review,Low-quality / dead domain,nofollow,Go Now,https://www.find-address-now.com/synchrony-bank-atlanta-ga-address/,0.0,0,,172.67.205.208,DOWNGRADED disavow→review (no spam signal)
fosser.online,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,104.21.14.104,DOWNGRADED disavow→review (no spam signal)
francesc.us,REVIEW,Review,Low-quality / dead domain,dofollow,Large Size,http://francesc.us/bay-or-bow-window.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
freetobuild.us,REVIEW,Review,Low-quality / dead domain,dofollow,Ted Kirk & Jonathan Collum,https://freetobuild.us/,0.0,0,,160.153.0.4,DOWNGRADED disavow→review (no spam signal)
generatorgator.com,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement Company Atlanta,https://www.generatorgator.com/briggs-stratton-30469-review/,5,0,,172.67.220.23,"nofollow, no footprint — moved out of disavow"
georgiarush.com,REVIEW,Review,Borderline — manual check,dofollow,,https://www.georgiarush.com/Default.aspx?portalid=1210&tabid=188467,13,0,,104.17.197.145,confirmed
georgiashutters.com,REVIEW,Review,Low-quality / dead domain,nofollow,Vinyl Windows Atlanta,https://georgiashutters.com/admin/review-sharon-from-johns-creek/,2,0,,104.21.31.145,"nofollow, no footprint — moved out of disavow"
gmailaccountreset.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://gmailaccountreset.us/outside-bahama-shutters/,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
goclward.com,REVIEW,Review,Borderline — manual check,dofollow,12,https://www.goclward.com/blog-best-window-material-michigan/,24,0,,34.74.187.144,confirmed
goldenpondconsulting.com,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement Company Atlanta,http://www.goldenpondconsulting.com/human-resource-management,0.0,0,,,"nofollow, no footprint — moved out of disavow"
goodhomestyle.com,REVIEW,Review,Low-quality / dead domain,dofollow,,http://goodhomestyle.com/house-full-of-windows.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
greattraveladvisor.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://greattraveladvisor.com/dark-side-links-dark-white-hat-link-building-1250/,4,0,,107.180.2.227,"nofollow, no footprint — moved out of disavow"
gridinsoft.ua,REVIEW,Review,Borderline — manual check,nofollow,Відвідати Ngwindows.com,https://gridinsoft.ua/online-virus-scanner/url/ngwindows-com,12,0,,104.21.50.161,"UPGRADED review→disavow | nofollow, no footprint — moved out of disavow"
gunbuyback.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://www.gunbuyback.us/bow-window-styles.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
hannahleakirk.com,REVIEW,Review,Low-quality / dead domain,dofollow,READ MORE,https://www.hannahleakirk.com/writing,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
harian24.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://harian24.com/2026/02/21/dark-side-links-dark-white-hat-link-building-1250/,2,0,,172.67.189.185,"nofollow, no footprint — moved out of disavow"
herculescustomiron.com,REVIEW,Review,Borderline — manual check,dofollow,1,https://www.herculescustomiron.com/decorative-wrought-iron-door/,18,0,,104.21.24.195,confirmed
homeconfig.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
homeconstruct.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
homepro-inspection.com,REVIEW,Review,Borderline — manual check,dofollow,maintenance,https://www.homepro-inspection.com/blog/2023/7/10/window-screen-maintenance-tips,13,0,,198.49.23.144,confirmed
hometop.us,REVIEW,Review,Low-quality / dead domain,nofollow,Window replacement in atlanta north georgia replacement windows Window replacement in atlanta north georgia replacement windows Download,http://hometop.us/double-entry-doors-with-custom-frosted-glass-sans-soucie-art-glass/,0.0,0,,,"nofollow, no footprint — moved out of disavow"
homezex.com,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
houseandhomeonline.com,REVIEW,Review,Low-quality / dead domain,nofollow,4,https://houseandhomeonline.com/how-wide-is-a-bathroom-door/,6,0,,54.85.8.229,DOWNGRADED disavow→review (no spam signal)
housegarden.us,REVIEW,Review,Low-quality / dead domain,nofollow,Bilco Doors additionally Mobile Home Storm Doors Exterior in addition Door Jamb Extension Kit as well Home Depot Fiberglass Entry Doors furthermore Crawl Space Doors. on home depot,http://housegarden.us/home/home-depot-entry-doors,0.0,0,,,"nofollow, no footprint — moved out of disavow"
houselamp.us,REVIEW,Review,Low-quality / dead domain,nofollow,Decorative Door Trim Kits as well Craftsman Storage Shed in addition Window Sash Balance Replacement furthermore Drill as well Model HO Train Detail Parts. on home depot resin,http://houselamp.us/home/home-depot-resin,0.0,0,,,"nofollow, no footprint — moved out of disavow"
hwnerds.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://hwnerds.com/dark-side-links-dark-white-hat-link-building-1250/,6,0,,107.180.51.31,"nofollow, no footprint — moved out of disavow"
idyllicpursuit.com,REVIEW,Review,Borderline — manual check,dofollow,North Georgia Replacement Windows,https://www.idyllicpursuit.com/natural-home/,19,0,,69.163.172.251,confirmed
illatopositivo.club,REVIEW,Review,Borderline — manual check,nofollow,tende,https://illatopositivo.club/articles/8-consigli-su-come-combattere-il-caldo-estivo-8678/,8,0,,148.113.199.76,confirmed
imagcoollibrary.com,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
indiarestaurant.us,REVIEW,Review,Low-quality / dead domain,dofollow,Large Size,http://www.indiarestaurant.us/bow-window.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
iniact.best,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,188.114.96.2,DOWNGRADED disavow→review (no spam signal)
intently.co,REVIEW,Review,Borderline — manual check,nofollow,Patio Doors | NG Windows,https://intently.co/suppliers/Germany/Nuremberg/Patio+Door+Installation,19,0,,67.227.198.170,confirmed
intermeritocracy.com,REVIEW,Review,Low-quality / dead domain,nofollow,Window Replacement Company,http://intermeritocracy.com/5-reasons-for-etfs/,2,0,,198.12.240.20,"nofollow, no footprint — moved out of disavow"
iphone5scase.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://www.iphone5scase.us/bow-window-roof.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
istarcam.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
jeffslist.com,REVIEW,Review,Borderline — manual check,dofollow,View Website,https://jeffslist.com/dealer/north-georgia-replacement-windows/,10,0,,199.16.173.214,confirmed
jobhiring.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://jobhiring.us/bow-window-styles.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
jpteacher.us,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
keirseybooks.com,REVIEW,Review,Low-quality / dead domain,nofollow,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://keirseybooks.com/bez-rubriki/dark-side-links-dark-white-hat-link-building-1250/,6,0,,107.180.3.106,"nofollow, no footprint — moved out of disavow"
khalifahallah.com,REVIEW,Review,Low-quality / dead domain,dofollow,L,http://khalifahallah.com/bow-windows/0/bay-windows-and-bow-from-woodstock-north-devon-modern-build,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
kinge.us,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://kinge.us/outside-bahama-shutters/,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
kizi2.club,REVIEW,Review,Low-quality / dead domain,dofollow,.,http://kizi2.club/porch-enclosure-systems.html,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
knows.monster,REVIEW,Review,Low-quality / dead domain,nofollow,ngawindows.com,http://knows.monster/domain/domain/part/168127,4,0,,172.67.214.69,"nofollow, no footprint — moved out of disavow"
knows.sbs,REVIEW,Review,Low-quality / dead domain,nofollow,roiwindows.com,http://knows.sbs/domain/domain/part/201339,2,0,,104.21.51.183,"nofollow, no footprint — moved out of disavow"
ktfrps.com,REVIEW,Review,Low-quality / dead domain,nofollow,Download,http://ktfrps.com/pict/bow-windows-exterior/6/bow-window-gallery,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
laguku.us,REVIEW,Review,Low-quality / dead domain,dofollow,View large : Bedroom egress code requirements furniture high resolution,http://laguku.us/20171024124326_diy-sunroom-addition/,0.0,0,,,DOWNGRADED disavow→review (no spam signal)
legendarycorp.com,REVIEW,Review,Borderline — manual check,nofollow,interior design tips,https://www.legendarycorp.com/posts/historical-beginnings-of-home-windows,15,0,,216.150.1.1,confirmed
lewser.pics,REVIEW,Review,Low-quality / dead domain,,,,0.0,0,,188.114.97.2,DOWNGRADED disavow→review (no spam signal)
