domain,decision,priority,confidence,category,why,anchor_type,example_anchor,backlink_url,follow,bl_count,dofollow_n,nofollow_n,link_checked,dr,ascore,authority,traffic,positions,is_spam,links,ip,country,tier_reason,evidence,qa_note
domraider.gb.net,DISAVOW,P1 – Core (disavow),HIGH,Expired-domain / auto network,Expired-domain spam network,,ngawindows.com,https://domraider.gb.net/khve3s1q-li/,dofollow,13,13,0,yes,0.0,0,0,0,0,,13,104.21.94.138,,,"footprint: Expired-domain / auto network | dead (auth=0,0 traffic,0 kw)",
domraider.it.com,DISAVOW,P1 – Core (disavow),HIGH,Expired-domain / auto network,Expired-domain spam network,,qualitypluswindows.com,https://domraider.it.com/a2tvnce9-lis/,dofollow,10,10,0,yes,0.0,0,0,0,0,,10,104.21.1.165,,,"footprint: Expired-domain / auto network | dead (auth=0,0 traffic,0 kw)",
centralc.pages.dev,DISAVOW,P1 – Core (disavow),HIGH,Free-host throwaway page,Throwaway free-host page,branded/URL,ngawindows.com,https://centralc.pages.dev/04/wtSlOtSjYT,nofollow,1,0,1,yes,0.0,2,2,0,0,,1,172.66.44.212,,,"footprint: Free-host throwaway page | dead (auth=2,0 traffic,0 kw)",
flamingos.pages.dev,DISAVOW,P1 – Core (disavow),HIGH,Free-host throwaway page,Throwaway free-host page,branded/URL,performingwindows.com,https://flamingos.pages.dev/09/bjlYlevWIh,nofollow,2,0,2,yes,0.0,2,2,0,0,,2,172.66.47.118,,,"footprint: Free-host throwaway page | dead (auth=2,0 traffic,0 kw)",
global-rank.pages.dev,DISAVOW,P1 – Core (disavow),HIGH,Free-host throwaway page,Throwaway free-host page,branded/URL,northgeorgiawindows.net,https://global-rank.pages.dev/16/edQSdlFdxP,nofollow,1,0,1,yes,0.0,4,4,0,0,,1,172.66.44.155,,,footprint: Free-host throwaway page | no organic traffic/kw (auth=4),
global-ranks.pages.dev,DISAVOW,P1 – Core (disavow),HIGH,Free-host throwaway page,Throwaway free-host page,branded/URL,ngwindows.com,https://global-ranks.pages.dev/56/PBjAytGwrZ,nofollow,1,0,1,yes,0.0,4,4,0,0,,1,172.66.47.146,,,footprint: Free-host throwaway page | no organic traffic/kw (auth=4),
gracez.pages.dev,DISAVOW,P1 – Core (disavow),HIGH,Free-host throwaway page,Throwaway free-host page,branded/URL,thermalprowindows.com,https://gracez.pages.dev/00/xbfWQTTVoF,nofollow,2,0,2,yes,0.0,2,2,0,0,,2,172.66.46.243,,,"footprint: Free-host throwaway page | dead (auth=2,0 traffic,0 kw)",
huldra.pages.dev,DISAVOW,P1 – Core (disavow),HIGH,Free-host throwaway page,Throwaway free-host page,branded/URL,qualitypluswindows.com,https://huldra.pages.dev/02/sUdkiUWSvH,nofollow,6,0,6,yes,0.0,2,2,0,0,,6,172.66.44.118,,,"footprint: Free-host throwaway page | dead (auth=2,0 traffic,0 kw)",
naiad.pages.dev,DISAVOW,P1 – Core (disavow),HIGH,Free-host throwaway page,Throwaway free-host page,branded/URL,northgeorgiawindows.net,https://naiad.pages.dev/15/edQSdlFdxP,nofollow,1,0,1,yes,0.0,3,3,0,0,,1,172.66.44.199,,,"footprint: Free-host throwaway page | dead (auth=3,0 traffic,0 kw)",
rosa-humphrey.pages.dev,DISAVOW,P1 – Core (disavow),HIGH,Free-host throwaway page,Throwaway free-host page,branded/URL,www.ngwindows.com (opens in a new tab),https://rosa-humphrey.pages.dev/posts/2025-05-how-often-should-you-reseal-travertine-floors,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,172.66.44.133,,,"footprint: Free-host throwaway page | dead (auth=2,0 traffic,0 kw)",
webbys.pages.dev,DISAVOW,P1 – Core (disavow),HIGH,Free-host throwaway page,Throwaway free-host page,branded/URL,ngwindows.com,https://webbys.pages.dev/56/PBjAytGwrZ,nofollow,1,0,1,yes,0.0,4,4,0,0,,1,172.66.47.196,,,footprint: Free-host throwaway page | no organic traffic/kw (auth=4),
bestnz-poker-casinoslot.com,DISAVOW,P1 – Core (disavow),HIGH,Gambling / casino spam,Gambling / casino spam,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://bestnz-poker-casinoslot.com/all/2066/26.html,dofollow,3,3,0,yes,0.0,2,2,0,0,,3,172.67.189.170,,,"footprint: Gambling / casino spam | dead (auth=2,0 traffic,0 kw)",
betwinnermirror.com,DISAVOW,P1 – Core (disavow),HIGH,Gambling / casino spam,Gambling / casino spam,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://betwinnermirror.com/all/2066/26.html,dofollow,2,2,0,yes,0.0,2,2,0,0,,2,172.67.172.111,,,"footprint: Gambling / casino spam | dead (auth=2,0 traffic,0 kw)",
casinooftheking.com,DISAVOW,P1 – Core (disavow),HIGH,Gambling / casino spam,Gambling / casino spam,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://casinooftheking.com/all/2066/26.html,dofollow,4,4,0,yes,0.0,2,2,0,0,,4,172.67.222.57,,,"footprint: Gambling / casino spam | dead (auth=2,0 traffic,0 kw)",
hotonlinegaming.com,DISAVOW,P1 – Core (disavow),HIGH,Gambling / casino spam,Gambling / casino spam,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://hotonlinegaming.com/all/2066/26.html,dofollow,8,8,0,yes,0.0,3,3,0,0,,8,172.67.129.112,,,"footprint: Gambling / casino spam | dead (auth=3,0 traffic,0 kw)",
m98ufa.com,DISAVOW,P1 – Core (disavow),HIGH,Gambling / casino spam,Gambling / casino spam,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service performingwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://m98ufa.com/all/1116/20.html,dofollow,6,6,0,yes,0.0,5,5,0,0,,6,172.67.170.144,,,footprint: Gambling / casino spam | no organic traffic/kw (auth=5),
pick4d.live,DISAVOW,P1 – Core (disavow),HIGH,Gambling / casino spam,Gambling / casino spam,,ngwindows.com,https://pick4d.live/2025/10/17/artie-lange-laughter-pain-and-the-battle-behind-the-microphone/,nofollow,3,0,3,yes,0.0,3,3,0,0,,3,67.223.118.29,us,,"footprint: Gambling / casino spam | link-network IP 67.223.118.29 (+5 siblings) | dead (auth=3,0 traffic,0 kw)",
pokerplayer365.com,DISAVOW,P1 – Core (disavow),HIGH,Gambling / casino spam,Gambling / casino spam,,,,,,,,no (beyond sample),0.0,5,5,0,0,,1,209.205.209.102,us,,footprint: Gambling / casino spam | no organic traffic/kw (auth=5),
truebookies.com,DISAVOW,P1 – Core (disavow),HIGH,Gambling / casino spam,Gambling / casino spam,,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://truebookies.com/dark-side-links-dark-white-hat-link-building-1250/,nofollow,1,0,1,yes,0.0,2,2,0,0,,1,172.67.73.211,,,"footprint: Gambling / casino spam | dead (auth=2,0 traffic,0 kw)",
ufabettererm4.com,DISAVOW,P1 – Core (disavow),HIGH,Gambling / casino spam,Gambling / casino spam,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://ufabettererm4.com/all/2065/33.html,dofollow,4,4,0,yes,0.0,2,2,0,0,,4,104.21.9.132,,,"footprint: Gambling / casino spam | dead (auth=2,0 traffic,0 kw)",
99backlinksbuy.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://99backlinksbuy.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,203.161.54.114,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
allbaclinks.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://allbaclinks.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,203.161.54.114,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
atozbacklinks.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://atozbacklinks.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,203.161.54.114,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
backlink-agency.online,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,northgeorgiawindows.net,https://backlink-agency.online/discover-rankvance-wikipedia-backlinks-to-boost-authority-465/,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,172.67.220.104,,,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
backlink-agency.pro,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,thermatrustwindows.com,https://backlink-agency.pro/grab-rankvance-backlink-deals-before-its-late-470/,dofollow,2,2,0,yes,0.0,2,2,0,0,,2,172.67.147.91,,,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
backlinkboosters.online,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,branded/URL,ngwindows.com,https://backlinkboosters.online/power-up-your-seo-strategy-with-rankvance-517/,dofollow,,,,yes,0.0,0,0,0,0,TRUE,2,172.67.190.21,,,"footprint: Link-selling / SEO-service PBN | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
backlinkbuilders.pro,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,northgeorgiawindows.net,https://backlinkbuilders.pro/powerful-backlinks-to-beat-competitors-465/,dofollow,1,1,0,yes,0.0,2,2,0,0,,1,104.21.91.60,,,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
backlinkhouse.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,performingwindows.com,http://www.backlinkhouse.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,28,28,0,yes,0.0,2,2,0,0,,28,118.139.161.199,sg,,"footprint: Link-selling / SEO-service PBN | link-network IP 118.139.161.199 (+4 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
backlinkon.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,performingwindows.com,http://www.backlinkon.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,27,27,0,yes,0.0,2,2,0,0,,27,118.139.161.199,sg,,"footprint: Link-selling / SEO-service PBN | link-network IP 118.139.161.199 (+4 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
backlinkoptimizer.pro,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,roiwindows.com,https://backlinkoptimizer.pro/get-started-with-affordable-link-building-services-469/,dofollow,2,2,0,yes,0.0,2,2,0,0,,2,172.67.157.196,,,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
backlinkpartners.shop,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,branded/URL,"ngwindows.com: guest posts, backlinks, on-page and local SEO, web development, SaaS tools and workflow automation tools, all driving real DR/DA/TF improvement with relevance-first ",https://backlinkpartners.shop/e599fa597-automation-tools-vs-blogroll-links-ecommerce-cost-speed-quality-ranking-outcomes-real-world-action-plan-cost-timeline-and-results-for-scalable-seo-performance/,nofollow,,,,yes,0.0,0,0,0,0,TRUE,2,104.21.41.65,,,"footprint: Link-selling / SEO-service PBN | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
backlinkrise.pro,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,northpointwindows.com,https://backlinkrise.pro/get-powerful-backlinks-to-outrank-competitors-17/,dofollow,3,3,0,yes,0.0,2,2,0,0,,3,104.21.36.17,,,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
backlinks-checker.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,thermalprowindows.com,https://backlinks-checker.com/share/113574,nofollow,8,0,8,yes,0.0,6,6,0,0,,8,195.20.19.178,md,,footprint: Link-selling / SEO-service PBN | link-network IP 195.20.19.178 (+18 siblings) | Moldova spam cluster | no organic traffic/kw (auth=6),
backlinksbank.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,performingwindows.com,http://www.backlinksbank.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,27,27,0,yes,0.0,3,3,0,0,,27,118.139.161.199,sg,,"footprint: Link-selling / SEO-service PBN | link-network IP 118.139.161.199 (+4 siblings) | known link-farm IP block | dead (auth=3,0 traffic,0 kw)",
backlinkshouse.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,performingwindows.com,http://www.backlinkshouse.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,21,21,0,yes,0.0,2,2,0,0,,21,118.139.161.199,sg,,"footprint: Link-selling / SEO-service PBN | link-network IP 118.139.161.199 (+4 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
backlinksolutions.info,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,thermatrustwindows.com,https://backlinksolutions.info/best-link-building-agency-rankvance-235/,dofollow,5,5,0,yes,0.0,2,2,0,0,,5,172.67.214.7,,,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
backlinksplace.site,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,branded/URL,"performingwindows.com: guest posts and backlinks, on-page SEO, local SEO, web development, SaaS integrations and automation tools, all driving rising DR/DA/TF s",https://backlinksplace.site/1go2ngz-traffic-recovery-blueprint-crypto-rank-using-contextual-backlinks-blogroll-links/,nofollow,1,0,1,yes,0.0,0,0,0,0,,1,13.140.137.15,fr,,"footprint: Link-selling / SEO-service PBN | dead (auth=0,0 traffic,0 kw)",
backlinkstree.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,performingwindows.com,http://www.backlinkstree.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,dofollow,28,28,0,yes,0.0,2,2,0,0,,28,118.139.161.199,sg,,"footprint: Link-selling / SEO-service PBN | link-network IP 118.139.161.199 (+4 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
bestrankbacklinks.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://bestrankbacklinks.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,203.161.54.114,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
bestseobacklinkforsite.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://bestseobacklinkforsite.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,203.161.54.114,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
bestsitesbacklinks.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://bestsitesbacklinks.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,203.161.54.114,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
blinks.monster,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,northgeorgiawindows.net,http://blinks.monster/domain/domain/part/170306,nofollow,34,0,34,yes,0.0,2,2,0,0,,34,172.67.161.83,,,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
blinks.sbs,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,qualitypluswindows.com,http://blinks.sbs/domain/domain/part/192831,nofollow,17,0,17,yes,0.0,4,4,0,0,,17,104.21.3.70,,,footprint: Link-selling / SEO-service PBN | no organic traffic/kw (auth=4),
blogerreviewers.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://blogerreviewers.com/all/2065/33.html,dofollow,7,7,0,yes,0.0,2,2,0,0,,7,104.21.91.112,,,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
booastrankingwithbacklinks.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://booastrankingwithbacklinks.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,203.161.54.114,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
buyfairbacklinks.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://buyfairbacklinks.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,203.161.54.114,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
buyrankbacklinks.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://buyrankbacklinks.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,5,5,0,0,,3,203.161.54.114,us,,footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | no organic traffic/kw (auth=5),
buyseolinks.site,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://buyseolinks.site/artie-lange-laughter-pain-and-the-battle-behind-the-microphone/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,199.188.206.19,us,,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
buytopqualitybacklinks.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://buytopqualitybacklinks.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,203.161.54.114,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
clicktobuybacklinks.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://clicktobuybacklinks.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,203.161.54.114,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
daolink.mom,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://daolink.mom/?p=327752,nofollow,4,0,4,yes,0.0,3,3,0,0,,4,67.223.118.29,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 67.223.118.29 (+5 siblings) | dead (auth=3,0 traffic,0 kw)",
eliteseobacklinks.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://eliteseobacklinks.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,203.161.54.114,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
firstguestpost.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service performingwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://firstguestpost.com/all/2235/33.html,dofollow,1,1,0,yes,0.0,5,5,0,0,,1,104.21.72.232,,,footprint: Link-selling / SEO-service PBN | no organic traffic/kw (auth=5),
friendlybacklinksbuy.com,DISAVOW,P1 – Core (disavow),HIGH,Link-selling / SEO-service PBN,Paid-link / backlink-seller site,,ngwindows.com,https://friendlybacklinksbuy.com/ashgeoseo/,nofollow,3,0,3,yes,0.0,2,2,0,0,,3,203.161.54.114,us,,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
